序号,站点名称,所在设区市,所在县(市、区),流域,水系,水体,检测时间,水温(℃),pH,溶解氧(mg/L),浊度(NTU),电导率(uS/cm),高锰酸盐指数(mg/L),氨氮(mg/L),总磷(mg/L),总氮(mg/L)
1921,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-03-28 00,16.4,7.94,10.99,9.8,174.2,1.9,0.04,0.034,1.61
1922,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-03-28 01,16.2,7.87,11.04,10.7,175.2,,,,
1923,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-03-28 02,16.6,7.89,10.89,11.4,175.3,,,,
1924,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-03-28 03,16.6,7.89,10.81,10.7,174.8,,,,
1925,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-03-28 04,16.0,7.87,10.88,9.9,174.4,1.7,0.11,0.033,1.81
1926,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-03-28 05,15.7,7.8,10.96,10.9,175.0,,,,
1927,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-03-28 06,16.4,7.86,10.78,10.7,174.2,,,,
1928,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-03-28 07,16.3,7.86,10.75,10.4,173.8,,,,
1929,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-03-28 08,15.8,7.82,10.78,10.4,174.0,1.8,0.05,0.034,1.5
1930,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-03-28 09,15.7,7.79,11.0,10.9,174.0,,,,
1931,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-03-28 10,16.2,7.87,10.88,10.8,173.6,,,,
1932,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-03-28 12,15.8,7.9,11.03,12.3,174.0,1.9,0.07,0.039,1.69
1933,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-03-28 14,15.7,7.88,11.19,12.3,174.1,,,,
1934,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-03-28 15,16.1,7.93,11.03,13.1,174.6,,,,
1935,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-03-28 16,15.6,7.85,10.99,13.3,175.5,1.9,0.09,0.039,1.54
1936,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-03-28 17,15.5,7.82,11.2,13.9,175.2,,,,
1937,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-03-28 18,16.1,7.89,10.94,13.1,174.4,,,,
1938,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-03-28 19,16.1,7.85,10.97,14.1,174.3,,,,
1939,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-03-28 20,15.5,7.78,10.94,12.0,174.4,1.9,0.1,0.036,1.59
1940,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-03-28 21,15.3,7.74,11.08,13.4,174.4,,,,
1941,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-03-28 22,15.9,7.81,10.88,13.1,173.8,,,,
1942,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-03-28 23,15.9,7.81,10.88,11.9,173.5,,,,
1943,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-03-29 00,15.4,7.76,10.92,11.3,173.2,1.8,0.09,0.034,1.55
1944,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-03-29 01,15.2,7.73,11.05,12.6,173.4,,,,
1945,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-03-29 02,15.7,7.8,10.85,11.8,173.4,,,,
1946,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-03-29 03,15.7,7.81,10.89,11.9,173.4,,,,
1947,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-03-29 04,15.3,7.77,10.88,10.9,173.8,1.8,0.08,0.034,1.45
1948,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-03-29 05,15.1,7.74,11.0,11.8,174.1,,,,
1949,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-03-29 06,15.7,7.78,10.85,12.0,174.1,,,,
1950,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-03-29 07,15.7,7.75,10.72,12.8,174.0,,,,
1951,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-03-29 08,15.2,7.7,10.68,11.7,174.0,1.7,0.05,0.037,1.57
1952,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-03-29 09,15.1,7.7,10.99,11.9,174.0,,,,
1953,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-03-29 10,15.6,7.75,10.75,11.7,173.7,,,,
1954,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-03-29 11,15.6,7.75,10.7,11.3,174.0,,,,
1955,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-03-29 12,15.1,7.71,10.78,10.7,174.1,1.8,0.05,0.035,1.45
1956,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-03-29 13,14.9,7.7,10.93,10.8,174.2,,,,
1957,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-03-29 14,15.5,7.75,10.74,11.3,174.2,,,,
1958,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-03-29 15,15.5,7.75,10.75,11.3,175.4,,,,
1959,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-03-29 16,15.1,7.69,10.65,10.3,175.4,1.6,0.04,0.037,1.86
1960,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-03-29 17,14.9,7.67,10.86,11.0,175.4,,,,
1961,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-03-29 18,15.4,7.71,10.76,11.5,175.1,,,,
1962,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-03-29 19,15.3,7.74,10.85,10.9,174.3,,,,
1963,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-03-29 20,14.9,7.69,10.77,10.0,174.4,1.6,0.04,0.037,2.0
1964,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-03-29 21,14.8,7.67,10.97,10.6,174.4,,,,
1965,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-03-29 22,15.2,7.74,10.82,10.3,174.1,,,,
1966,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-03-29 23,15.2,7.72,10.82,10.6,174.1,,,,
1967,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-03-30 00,14.9,7.65,10.72,10.1,174.5,1.5,0.04,0.034,1.5
1968,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-03-30 01,14.7,7.62,10.92,10.4,174.8,,,,
1969,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-03-30 02,15.1,7.69,10.88,11.0,174.8,,,,
1970,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-03-30 03,15.1,7.69,10.84,11.2,174.8,,,,
1971,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-03-30 04,14.8,7.61,10.73,10.9,174.9,1.7,0.12,0.036,1.98
1972,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-03-30 05,14.6,7.59,10.92,11.4,175.0,,,,
1973,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-03-30 06,15.0,7.66,10.91,11.4,174.8,,,,
1974,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-03-30 07,15.0,7.65,10.74,11.5,174.8,,,,
1975,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-03-30 08,14.7,7.59,10.63,12.1,174.9,1.7,0.05,0.039,1.55
1976,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-03-30 09,14.7,7.57,10.79,13.2,174.8,,,,
1977,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-03-30 10,15.2,7.67,10.68,11.2,173.9,,,,
1978,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-03-30 11,15.4,7.67,10.62,12.8,173.7,,,,
1979,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-03-30 12,14.9,7.64,10.66,11.5,173.9,1.7,0.06,0.037,1.46
1980,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-03-30 13,14.8,7.6,10.81,12.8,174.1,,,,
1981,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-03-30 14,15.6,7.67,10.61,14.1,173.6,,,,
1982,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-03-30 15,15.6,7.69,10.73,14.3,173.8,,,,
1983,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-03-30 16,14.9,7.65,10.73,12.3,173.9,1.8,0.05,0.042,1.57
1984,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-03-30 17,14.9,7.61,10.91,13.7,173.8,,,,
1985,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-03-30 18,15.6,7.68,10.64,13.9,173.5,,,,
1986,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-03-30 19,15.7,7.67,10.65,14.7,173.3,,,,
1987,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-03-30 20,14.9,7.6,10.67,14.3,173.6,1.8,0.06,0.042,1.5
1988,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-03-30 21,14.9,7.57,10.81,14.4,173.7,,,,
1989,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-03-30 22,15.8,7.63,10.42,14.0,173.0,,,,
1990,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-03-30 23,15.7,7.62,10.49,14.6,172.8,,,,
1991,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-03-31 00,14.9,7.56,10.48,12.8,173.1,1.7,0.05,0.042,1.52
1992,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-03-31 01,14.9,7.55,10.61,13.7,173.3,,,,
1993,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-03-31 02,15.8,7.59,10.35,14.1,172.7,,,,
1994,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-03-31 03,15.9,7.61,10.31,14.1,172.8,,,,
1995,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-03-31 04,14.9,7.52,10.38,13.7,173.3,1.7,0.08,0.044,1.71
1996,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-03-31 05,14.9,7.51,10.56,14.4,173.9,,,,
1997,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-03-31 06,15.9,7.6,10.3,14.7,173.7,,,,
1998,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-03-31 07,15.9,7.59,10.27,14.1,173.9,,,,
1999,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-03-31 08,14.9,7.53,10.36,14.2,175.3,1.6,0.05,0.05,1.5
2000,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-03-31 09,14.9,7.52,10.55,13.8,175.6,,,,
2001,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-03-31 10,15.9,7.6,10.17,12.7,175.1,,,,
2002,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-03-31 11,16.0,7.59,10.13,12.5,176.2,,,,
2003,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-03-31 12,15.0,7.53,10.31,11.8,177.4,1.7,0.05,0.042,1.67
2004,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-03-31 13,15.0,7.52,10.47,12.1,177.9,,,,
2005,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-03-31 14,16.1,7.59,10.18,12.9,178.1,,,,
2006,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-03-31 15,16.2,7.59,10.13,12.5,178.3,,,,
2007,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-03-31 16,15.0,7.53,10.27,12.1,180.1,2.2,0.13,0.044,1.9
2008,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-03-31 17,15.0,7.5,10.46,12.8,181.9,,,,
2009,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-03-31 18,16.1,7.57,10.09,13.4,182.8,,,,
2010,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-03-31 19,16.0,7.57,10.05,12.8,182.1,,,,
2011,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-03-31 20,15.0,7.52,10.17,11.7,181.9,2.1,0.08,0.045,1.64
2012,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-03-31 21,15.0,7.49,10.48,13.5,183.0,,,,
2013,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-03-31 22,16.0,7.56,10.13,13.4,182.7,,,,
2014,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-03-31 23,15.8,7.58,10.21,11.9,179.1,,,,
2015,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-04-01 00,14.9,7.51,10.24,11.7,180.9,2.2,0.05,0.048,2.0
2016,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-04-01 01,14.8,7.49,10.49,11.7,181.3,,,,
2017,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-04-01 02,15.7,7.57,10.24,12.0,181.5,,,,
2018,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-04-01 03,15.7,7.56,10.25,12.1,181.6,,,,
2019,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-04-01 04,14.9,7.5,10.19,11.9,182.4,1.9,0.05,0.05,1.59
2020,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-04-01 05,14.8,7.49,10.43,12.2,182.6,,,,
2021,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-04-01 06,15.7,7.56,10.25,12.2,182.1,,,,
2022,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-04-01 07,15.7,7.57,10.17,12.1,181.8,,,,
2023,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-04-01 08,14.9,7.51,10.18,11.9,182.0,2.0,0.05,0.052,1.62
2024,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-04-01 09,15.0,7.49,10.42,12.1,182.4,,,,
2025,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-04-01 10,16.1,7.56,10.27,13.4,183.0,,,,
2026,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-04-01 11,16.1,7.57,10.29,13.7,184.3,,,,
2027,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-04-01 12,15.3,7.54,10.34,13.2,185.4,2.0,0.07,0.053,1.76
2028,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-04-01 13,15.6,7.49,10.57,13.6,185.5,,,,
2029,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-04-01 14,16.6,7.58,10.25,11.9,183.5,,,,
2030,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-04-01 15,16.7,7.59,10.3,12.2,184.0,,,,
2031,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-04-01 16,15.8,7.56,10.5,11.4,183.9,2.0,0.05,0.05,1.82
2032,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-04-01 17,15.8,7.52,10.72,11.6,184.3,,,,
2033,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-04-01 18,16.6,7.58,10.32,11.8,183.7,,,,
2034,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-04-01 19,16.5,7.57,10.29,11.1,183.8,,,,
2035,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-04-01 20,15.7,7.56,10.52,10.9,183.5,1.9,0.05,0.046,1.9
2036,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-04-01 21,15.5,7.53,10.79,11.0,183.2,,,,
2037,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-04-01 22,16.2,7.61,10.54,11.0,182.3,,,,
2038,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-04-01 23,16.2,7.63,10.54,10.3,182.0,,,,
2039,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-04-02 00,15.5,7.58,10.54,9.8,182.0,1.9,0.04,0.044,2.11
2040,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-04-02 01,15.3,7.55,10.78,10.0,182.1,,,,
2041,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-04-02 02,15.8,7.61,10.62,10.3,181.8,,,,
2042,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-04-02 03,15.8,7.61,10.58,9.9,181.8,,,,
2043,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-04-02 04,15.3,7.57,10.48,9.7,182.0,2.2,0.04,0.04,1.62
2044,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-04-02 05,15.2,7.51,10.72,10.2,182.1,,,,
2045,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-04-02 06,15.8,7.59,10.46,9.9,181.5,,,,
2046,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-04-02 07,15.8,7.59,10.44,10.4,181.3,,,,
2047,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-04-02 08,15.2,7.55,10.37,9.7,181.2,2.0,0.05,0.04,1.65
2048,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-04-02 09,15.2,7.51,10.6,10.2,181.2,,,,
2049,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-04-02 10,16.0,7.59,10.47,10.1,180.9,,,,
2050,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-04-02 11,16.1,7.63,10.46,9.7,180.5,,,,
2051,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-04-02 12,15.5,7.61,10.63,9.4,180.5,2.0,0.05,0.04,1.59
2052,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-04-02 13,15.5,7.57,10.8,9.9,180.6,,,,
2053,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-04-02 14,16.3,7.66,10.56,9.7,180.3,,,,
2054,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-04-02 15,16.3,7.7,10.76,9.5,180.2,,,,
2055,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-04-02 16,15.8,7.71,11.03,9.3,180.5,1.9,0.05,0.04,1.56
2056,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-04-02 17,15.8,7.72,11.3,9.6,180.4,,,,
2057,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-04-02 18,16.3,7.82,11.18,9.6,178.7,,,,
2058,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-04-02 19,16.2,7.81,11.05,9.3,178.3,,,,
2059,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-04-02 20,15.8,7.76,11.0,8.6,175.8,2.1,0.04,0.033,1.65
2060,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-04-02 21,15.6,7.73,11.17,8.7,174.5,,,,
2061,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-04-02 22,16.2,7.81,10.94,9.3,174.0,,,,
2062,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-04-02 23,16.1,7.8,10.78,9.2,172.9,,,,
2063,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-04-03 00,15.6,7.76,10.72,8.8,171.5,2.0,0.04,0.03,1.43
2064,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-04-03 01,15.4,7.7,10.78,9.0,171.1,,,,
2065,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-04-03 02,16.1,7.77,10.53,8.7,171.2,,,,
2066,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-04-03 03,16.1,7.77,10.54,8.6,171.5,,,,
2067,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-04-03 04,15.4,7.73,10.7,8.0,172.6,2.0,0.04,0.031,1.45
2068,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-04-03 05,15.4,7.71,10.95,9.6,172.3,,,,
2069,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-04-03 06,16.1,7.79,10.64,8.9,170.9,,,,
2070,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-04-03 07,16.1,7.8,10.66,10.0,171.3,,,,
2071,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-04-03 08,15.3,7.74,10.66,9.0,172.5,1.7,0.05,0.036,1.44
2072,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-04-03 09,15.3,7.69,10.86,9.4,172.1,,,,
2073,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-04-03 10,16.0,7.76,10.61,9.0,171.7,,,,
2074,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-04-03 11,16.1,7.77,10.61,9.0,172.6,,,,
2075,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-04-03 12,15.4,7.72,10.74,8.9,174.6,2.0,0.05,0.036,1.47
2076,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-04-03 13,15.5,7.72,11.01,9.7,174.3,,,,
2077,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-04-03 14,16.1,7.87,11.03,9.9,173.8,,,,
2078,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-04-03 15,16.2,7.89,11.06,10.3,173.6,,,,
2079,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-04-03 16,15.6,7.82,11.12,9.6,173.9,2.0,0.05,0.041,1.52
2080,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-04-03 17,15.5,7.73,11.06,9.6,174.0,,,,
2081,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-04-03 18,16.2,7.78,10.71,9.3,173.7,,,,
2082,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-04-03 19,16.2,7.76,10.64,9.3,173.7,,,,
2083,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-04-03 20,15.6,7.82,11.19,9.6,173.6,2.1,0.05,0.039,1.76
2084,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-04-03 21,15.5,7.75,11.24,10.5,174.1,,,,
2085,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-04-03 22,16.2,7.76,10.78,10.6,174.8,,,,
2086,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-04-03 23,16.2,7.74,10.78,11.3,175.7,,,,
2087,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-04-04 00,15.4,7.67,10.84,11.2,176.6,2.0,0.06,0.048,1.71
2088,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-04-04 01,15.3,7.58,11.01,13.4,177.0,,,,
2089,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-04-04 02,16.1,7.63,10.58,14.2,177.0,,,,
2090,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-04-04 03,16.0,7.61,10.51,14.6,177.3,,,,
2091,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-04-04 04,15.0,7.55,10.61,14.3,178.1,1.8,0.06,0.061,1.9
2092,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-04-04 05,14.9,7.48,10.86,15.1,178.3,,,,
2093,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-04-04 06,15.8,7.56,10.5,15.0,178.0,,,,
2094,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-04-04 07,15.9,7.56,10.39,15.1,178.4,,,,
2095,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-04-04 08,14.9,7.51,10.58,14.2,178.8,2.0,0.05,0.062,1.8
2096,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-04-04 09,14.9,7.46,10.64,15.2,179.3,,,,
2097,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-04-04 10,15.9,7.54,10.45,15.7,179.1,,,,
2098,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-04-04 11,16.1,7.56,10.41,15.0,178.3,,,,
2099,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-04-04 12,15.2,7.51,10.48,13.9,179.3,1.9,0.06,0.07,1.89
2100,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-04-04 13,15.3,7.46,10.59,17.8,179.7,,,,
2101,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-04-04 14,16.3,7.55,10.29,15.3,179.1,,,,
2102,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-04-04 15,16.7,7.54,10.14,14.7,178.8,,,,
2103,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-04-04 16,15.5,7.58,10.85,14.2,179.4,2.4,0.05,0.067,1.94
2104,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-04-04 17,15.6,7.57,11.01,14.3,179.3,,,,
